file,original,gzip,rar,xz
test_data/lcg/lcg_1000000_004.bin,125000,177,130,152
test_data/lcg/lcg_10000000_050.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_051.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_052.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_053.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_054.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_055.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_056.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_057.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_058.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_059.bin,1250000,1267,191,312
test_data/lcg/lcg_1000000_005.bin,125000,177,130,152
test_data/lcg/lcg_10000000_060.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_061.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_062.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_063.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_064.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_065.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_066.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_067.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_068.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_069.bin,1250000,1267,191,312
test_data/lcg/lcg_1000000_006.bin,125000,177,130,152
test_data/lcg/lcg_10000000_070.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_071.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_072.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_073.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_074.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_075.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_076.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_077.bin,1250000,1267,191,312
